ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.365660495705318,94.19670933666568,16431.44497232933,9.904736777113882,333.03153973180684,483.7675090557604,18.233681220955326,58.04156528771598,3.91529412368577,1
5.7520190725114055,161.10446954407627,27841.526973374574,14.253416608349337,395.12116158723944,441.99855566299084,17.694729520617233,98.97741110235461,5.313767022480784,0
7.9005414349677485,233.61813675796685,22249.385325147836,2.831429943345622,328.2799194585707,579.6065439111346,16.687649140969718,60.18156054426082,5.672396231361736,0
8.128677659669457,191.8082634711123,14419.542347229537,11.374512422437329,446.8795605311384,541.0099766117589,14.367945555097384,85.7977416639481,4.2164352032610655,0
4.658757773615396,147.95491036755263,13072.480929341713,7.210406555098382,274.5677772879564,50.0,11.378116665310078,74.48905934432264,5.911667146161767,0
,146.0630030620393,6820.02960762049,9.41830065040041,170.59257534442685,531.7863306642685,9.925153466669896,88.59754684286217,5.462460803760484,0
7.153408483800742,143.01303484698332,22325.865422934578,2.0566685766865866,500.0,299.47808857438747,20.44952763380835,72.74867230369068,6.225900459384525,0
6.620508889187701,129.63922970728458,17163.299621989136,11.404245467995892,257.44395161490644,236.74068878269514,17.82402135863295,28.415064691418905,5.968605310955123,0
6.979838610994854,382.5306301820849,1022.4357754918856,9.359550253995492,261.7869499538703,421.7289884439654,10.533478863997878,95.2198384810533,7.139956392214502,0
5.976347286911704,223.8008856948444,15714.281017844798,6.883269895641347,322.10360147133787,511.6456663545017,14.199158841115672,67.80792693855231,3.660613666867501,0
8.055277569835393,,12791.727765960384,8.935338062983364,338.06173315847775,203.88980845697634,12.499424535074933,89.73790193387032,1.3458839152769833,1
7.9333503225147375,160.87380255048612,32605.420737365283,4.703514096873253,283.59796290140605,555.6864625586327,8.35894647147125,87.25616192172141,5.32743748737084,0
7.079236837073459,185.12346582511609,,5.261679743254902,327.9079323661189,,14.888256883106513,50.667587974716454,5.561106378645553,0
8.35268944836164,142.9156814903716,8469.19360212757,5.609666159123812,325.22853222861914,457.0464294449247,11.922536678804022,47.130114870617575,7.139990786762279,0
7.561011210702455,10.0,28879.7571448456,1.441816414929166,350.9783192424968,319.8564554659427,9.237316668521572,86.3838775362251,6.562580712339412,0
5.968849044540114,,30854.105259711705,9.5852754826101,50.0,303.09329937160624,6.604337229291191,62.41877426473715,7.890944911729131,0
7.442500940898999,55.150505601568426,14040.13649019487,10.5747808425477,500.0,603.8898197370341,6.180982498971645,93.41073198666243,5.239707960653066,0
5.849340879005201,20.017297763871397,14943.313417528712,4.895967550708475,312.3254023758531,223.31659702561427,12.142869361526802,65.54497642842442,4.457621183877256,0
8.054140361568727,104.37128205615178,24929.883172426504,8.044609047834456,399.67471433363824,609.6705691228767,13.574525147875422,95.5852444362072,1.2300337573485067,1
6.940088906816497,305.9964543505305,,6.203378576112291,164.6278390159171,425.2201261304345,9.62349594918842,80.58261210522754,4.616193069028161,1
6.778165163745688,196.44510658365164,5110.450523955551,7.9848218862430915,273.47996865009,435.62482505357144,17.25369713828614,77.19937484285371,2.894993286257364,1
6.18288454671527,303.2451009856939,17754.132793194305,5.117268276366913,249.32209604155025,193.78684418800123,13.672267291085188,60.64972003149314,4.423020026864942,0
8.467049606408835,232.87860615207003,32399.124529033008,4.349724531737093,500.0,427.992505480712,16.88442655299325,75.81069035153791,4.109026372619312,0
6.814564621517437,262.60470605721275,16514.159294666082,10.156224658071228,259.7023671796941,542.0378274017064,13.085446049061462,99.82131787381773,4.94346717770027,1
6.486006613404271,127.92824037563399,20807.494333881237,6.8083882446265225,420.9695984328109,249.53848682220283,10.06441182396447,68.644613533417,3.805338580922979,0
6.577439739414125,241.91607633541366,29070.314180512098,13.066326852560428,251.94954567921658,524.7953800877768,14.57058785569307,83.27936109209638,5.870040381465169,0
7.638771022664018,258.29713872594766,36855.07786622517,7.13892989438242,275.6857272415267,463.3518380518534,7.686627439908388,71.15900190624265,0.1,0
7.438532877236894,153.86821662130455,15385.212214813499,4.221765878948523,300.5339801759177,353.436657925154,16.69719260318324,73.11510106863555,4.379987150315689,1
7.4952791339151865,244.7632296492933,19865.306210132592,10.680822629307816,484.06141521951605,578.2009629736956,9.314253967434333,113.08526892345746,6.404979558305124,0
7.516985203609459,245.29502068598663,34576.44177074274,8.89240049243806,103.21768091638577,119.66148465321658,18.591162632667245,100.04325077598878,7.740097016912429,0
9.569977121044554,156.03579030959338,7822.405798468573,9.18061859108927,172.12037336706808,502.00211231155635,12.307721268790427,71.98509537989295,5.463922676770125,0
6.512301980338461,110.1785254183204,28220.648564430572,10.571802036603756,96.32338011722197,692.9152737109938,19.312667581549583,75.36135219840085,7.369766045165077,0
6.385308725114156,105.26973344813823,11853.475741109934,5.041611118462616,199.49974562862596,665.9914708650992,8.386884057058424,52.45323741122578,4.337871991517485,0
6.023472726102547,206.92044335371693,20819.778936825252,6.618240073044137,232.60799385694713,508.47100808077835,10.611151496355898,65.67571134337616,4.005725151854126,0
7.739175307090595,226.1607895031452,18059.047620797806,6.48565050553662,136.26224950915332,404.7478835803731,15.904674734242853,77.73494468871537,5.058831286455503,1
8.35476675126507,136.59793356336684,12335.907194390165,3.1277603892531447,241.90227040623972,354.62961651785537,19.852485467133775,91.2653397392282,3.9936114342178697,1
6.86326305081415,202.1268273060879,12135.184578733799,6.209229549525269,88.23426228799019,404.5611309141537,22.333044541574612,88.73052242277298,2.4352850639652788,1
5.991812227644966,245.64296289107884,22211.314914030037,11.009138373630472,207.84135314787824,531.5710871876859,14.206830818404363,42.26852360238724,2.969519511736201,0
6.0106225411705125,249.45525717322408,27964.314625301457,7.712014311381541,474.05044798922404,328.91342918108757,23.18872815393378,94.42456826696579,1.7756941878476855,0
7.7807113453896415,324.1504096097991,18962.110374491975,2.9618160164650362,378.43056843373233,563.6135727075572,12.551677250872848,67.78065801556117,5.056754189730489,1
7.891905005444131,302.1584665758435,20560.905269865732,2.3324817650051948,352.49612066070335,769.9740777004986,19.493838111814863,45.325216108061554,4.0227836250009545,1
7.651785121966234,,24569.392530328376,11.994328176244814,209.66657324650626,440.71751473089074,,103.40961843579804,3.279427766483805,0
6.201388351253567,,12227.04981589632,6.72904296923461,145.66980491463312,248.3407795075042,16.101002534316272,106.58197491844882,2.8666324863254196,0
7.278593587680064,157.5218796355428,25917.540067303384,5.057769382895148,193.30127093588632,248.28828805253806,2.291534795717773,76.59367455851651,5.010112692399253,0
7.140022970968874,283.5898249963542,26554.744776477975,6.1780247053089905,324.8148207724782,566.4848327567363,8.392044941734381,87.71984004763087,5.5608963612201405,0
7.262426316074816,205.4389300840871,40829.010390003285,2.5680767370480035,434.1812135672002,441.03807315593343,16.333383990403824,89.1862302186108,1.7389720069896346,0
8.045714533537828,167.0280497234426,16991.166475523343,,438.2840900562385,581.524634409608,7.437805738997382,104.89430382030628,1.4246306604487646,0
,55.384251218005375,16335.34558665498,5.8208411872419115,405.67348349799994,369.95486262609757,16.134748053945923,88.20171313579313,5.90901991124203,0
7.8146962756862735,186.27483918269215,26151.726972589964,11.102204583215265,241.4931763118467,574.5935321309747,18.532290604061817,36.80779306403578,1.2497335230228086,0
7.08109488338667,75.24934117555128,26552.833351297108,7.154955143341946,332.9459798884786,426.2551239825412,11.49339903640861,120.2451937242782,5.094973667644969,0
7.346943278427981,277.38393886742176,15719.302772986304,11.28859592370532,291.4388963955305,340.1243917014076,9.15523522162901,96.64142223700108,7.233818397508026,0
7.757545871006249,321.3434125711399,16774.69858455961,7.7700834971292565,305.85722838063,389.85022817964233,11.629066920726306,57.26189486818088,,0
5.2514130161732,136.2471208562648,24329.046705744324,9.559697988607228,500.0,270.4418466865145,9.170938404079072,44.25937319106476,5.475745181264183,0
6.616394540371238,224.1576594015417,13379.32607412271,9.157279138265011,118.55997155956649,748.4039337872417,13.49393220992041,82.6203357601021,5.417619030644241,1
6.435552814848645,141.96867823936196,16715.72809587988,8.869873198755911,301.8387820893287,435.54272796622695,14.510453124440408,63.04349904081052,8.50381490039291,1
6.233346582107989,149.72122158905682,20716.742138947477,8.043803431548131,475.4098688635388,546.6771133023294,,78.24988384997398,0.1,0
6.669829298527979,261.9595763092297,27967.509478578064,6.301447851653245,154.09302059597542,,22.371796200934106,88.58517103195658,3.0713286478387296,0
8.793929573481275,196.916939052527,15163.211070563673,12.74630407471858,252.75030896804995,292.21082670302656,10.402980901565122,55.838952800080115,5.696983698153203,0
5.961002661168108,339.1718433544809,5260.924303754624,4.279189044712298,,414.9179233623097,20.95716589627656,42.097300182891566,3.325425984316086,0
8.161934025509776,161.42140170376632,4667.220259854314,7.0129229270294795,303.20523335352186,615.1788800068798,8.793803818439432,79.64546169679946,6.479556617214069,1
4.980556274061034,279.9469065979591,9924.695466350933,7.044657625622786,138.48514084725394,371.8902312902575,14.363887849707744,56.66530361807566,3.9212918793796145,0
6.59813796401707,207.79307303662256,9494.658254400501,8.207322260030564,401.4343272405647,319.42020409058773,19.915527042740347,73.65239464330995,4.2634877206751955,1
7.195303678126007,263.66224077953865,18763.113931040727,5.711582062316497,409.9544739015773,473.31963665537154,19.65678576126659,36.416839075943386,3.4506506715081247,1
7.703466797631133,164.22738741360428,10488.95877121916,7.9442389167687635,,524.8533901076617,11.898710511498825,63.69543188813406,2.9549780823838785,1
7.853471895751426,196.0352929958734,14377.960321430368,,225.55515908507022,696.4272253279775,16.775348600356725,87.87379727599992,2.905780073704696,1
7.95201668223991,190.76008965608523,,2.254142447686302,340.3812948944754,503.0625717558742,16.10589541832113,85.14831269116992,,1
6.581529913301875,133.11543081233702,16475.937113216052,7.02865685877054,222.0671712517095,546.5989017796852,11.3003041070363,50.29105072816829,2.4508700683542664,1
6.445177848802519,252.9665227665402,30580.03465218498,3.6983040009095447,290.0884007074185,557.8912855380482,17.07974968574037,40.793390767048706,5.906409766982575,0
8.029571057508585,252.01992044626914,25295.580715444135,1.796842712653297,,277.0476927101055,23.312460860261865,,5.306451849205647,0
6.770434810142062,247.48437559244533,20129.03532220803,7.4106199620681545,341.4834453115507,305.50018942956837,16.35850332531315,84.02581992548522,6.198832881939681,0
5.469176411994494,322.9572523134116,16311.789755353295,8.4636500260587,187.4968108815392,287.4155565591525,16.831781895353355,80.12937850481377,1.7421512880140027,0
